location,route,direction,distance,level,year,month,week,day_night,hour,weather,age,gender,cause_L,cause_S,pattern,pave,dir_curv,slope,surface_condition,pavment_condition,car_type,car_standard,최초사고지점_도로시설,지점명,dead,injury,acc_cars,defeat,state,arrive_time,ambulance_arrive_time,people_rescue_time,towtruck_arrive_time,rescue_time,block_time,handling_time,damage,danger_point
진주지사,남해,부산,35.6,C,2006,10,토요일,야간,1,맑음,40,남자,운전자과실,졸음,단독,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,하동T/G,0,0,1,1,1,5,0,0,0,0,0,25,459420,55
진주지사,남해,부산,32.5,B,2006,10,일요일,주간,16,비,30,남자,운전자과실,주시태만,추돌,아스팔트,좌커브 500 이상,내리막 3% 미만,습기,양호,승용(자가),,본선,본선,1,0,2,3,1,5,0,0,0,0,40,40,0,210
진주지사,남해,부산,92.1,C,2006,10,목요일,야간,20,흐림,40,여자,운전자과실,과속,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,3,20,0,0,0,0,22,37,165140,130
진주지사,남해,부산,106.2,C,2006,10,화요일,야간,2,맑음,30,남자,운전자과실,졸음,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,2,1,2,1,6,0,0,0,0,1,70,1368410,130
진주지사,남해,부산,66.6,C,2006,11,토요일,야간,1,맑음,60,남자,운전자과실,졸음,단독,콘크리트,직선,오르막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,1,1,2,4,0,0,0,0,0,0,170,620510,145
진주지사,남해,부산,93.6,C,2006,11,월요일,주간,12,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,2,1,20,0,0,0,0,0,30,1027580,95
진주지사,남해,부산,92.6,C,2006,11,금요일,야간,20,맑음,30,남자,기타,적재불량,단독,콘크리트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(대형),25톤,본선,본선,0,0,3,6,1,20,0,0,0,0,30,100,0,180
진주지사,남해,부산,82.2,C,2006,11,화요일,주간,15,맑음,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 이상,내리막 3% 이상,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,3,9,0,0,0,0,30,30,660560,85
진주지사,남해,부산,101.2,C,2006,11,일요일,주간,12,비,40,남자,운전자과실,안전거리미확보,추돌,아스팔트,직선,오르막 3% 미만,습기,양호,승용(자가),,본선,본선,0,0,4,6,1,7,0,0,0,0,15,15,0,205
진주지사,남해,부산,80.4,C,2006,11,일요일,주간,15,흐림,50,여자,운전자과실,안전거리미확보,추돌,콘크리트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,5,8,1,17,0,0,0,0,15,50,0,260
진주지사,남해,부산,89.7,C,2006,12,일요일,주간,14,맑음,0,남자,운전자과실,안전거리미확보,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승합(대형),45인승,본선,본선,0,0,3,4,1,12,0,0,0,0,15,15,660560,150
진주지사,남해,부산,62.3,C,2006,12,수요일,주간,8,맑음,30,남자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 미만,내리막 3% 미만,건조,양호,트레일러,25톤,본선,본선,0,0,2,3,1,20,0,0,0,0,94,96,165140,110
진주지사,남해,부산,102.7,C,2006,12,목요일,야간,21,비,50,남자,운전자과실,과속,단독,콘크리트,직선,오르막 3% 미만,습기,양호,화물(중형),4.5톤,본선,본선,0,0,1,1,1,20,0,0,0,0,25,25,853350,55
진주지사,남해,부산,57,C,2006,12,수요일,주간,13,맑음,20,남자,운전자과실,주시태만,기타,콘크리트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(소형),1톤,본선,본선,0,0,2,4,1,30,0,0,0,0,0,45,0,125
진주지사,남해,부산,37.5,C,2006,12,목요일,야간,1,맑음,30,남자,운전자과실,졸음,추돌,콘크리트,직선,오르막 3% 이상,건조,양호,트레일러,25톤,본선,본선,0,0,2,3,1,16,0,0,0,0,0,30,0,110
진주지사,남해,부산,94.4,C,2006,12,목요일,주간,13,맑음,30,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,1,20,0,0,0,0,0,25,730760,70
양산지사,남해,부산,166.2,C,2006,1,화요일,야간,1,맑음,60,여자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,건조,양호,승용(영업),,램프,rm,0,0,1,2,1,10,0,0,0,0,10,20,883900,70
양산지사,남해,부산,160,C,2006,2,목요일,주간,11,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 미만,평탄,건조,양호,화물(대형),11톤,램프,동김해 램프진입구간,0,0,1,2,1,10,0,0,0,0,0,40,810450,70
양산지사,남해,부산,167.5,C,2006,2,금요일,야간,3,맑음,50,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,10,0,0,0,0,0,10,687400,110
양산지사,남해,부산,165.7,C,2006,2,토요일,주간,10,맑음,20,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),2.5톤,본선,본선,0,0,1,2,1,10,0,0,0,0,20,20,346400,70
양산지사,남해,부산,166.7,B,2006,2,월요일,주간,12,맑음,50,남자,운전자과실,기타,단독,아스팔트,우커브 500 이상,오르막 3% 이상,건조,양호,트레일러,40톤,램프,대저JCT램프 (북부산->대동),0,0,1,2,1,10,0,0,0,0,110,155,0,70
양산지사,남해,부산,169.3,C,2006,2,목요일,주간,14,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,교량,구포낙동강교,0,0,2,3,1,10,0,0,0,0,30,90,1220210,110
양산지사,남해,부산,152.9,C,2006,3,월요일,야간,3,맑음,30,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,2,1,30,0,0,0,0,20,45,626320,70
양산지사,남해,부산,150.4,C,2006,5,토요일,주간,13,비,40,여자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,1,4,5,1,25,0,0,0,0,55,25,802190,220
양산지사,남해,부산,158.9,C,2006,6,수요일,야간,20,흐림,30,남자,운전자과실,안전거리미확보,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,본선,본선,0,0,1,1,1,20,0,0,0,0,40,70,3780000,55
양산지사,남해,부산,164.4,C,2006,7,수요일,야간,0,비,0,남자,운전자과실,음주,차-시설,아스팔트,우커브 500 이상,평탄,습기,양호,승용(자가),,본선,본선,0,0,2,3,1,10,0,0,0,0,20,40,978300,110
양산지사,남해,부산,159.2,B,2006,8,월요일,주간,10,맑음,40,남자,운전자과실,안전거리미확보,추돌,아스팔트,직선,평탄,건조,양호,화물(대형),11톤,본선,본선,1,0,4,5,1,15,0,0,0,0,50,53,0,290
양산지사,남해,부산,151.6,C,2006,9,목요일,주간,6,맑음,60,남자,운전자과실,안전거리미확보,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,30,0,0,0,0,15,50,1055380,110
양산지사,남해,부산,151,C,2006,10,목요일,야간,18,맑음,20,남자,기타,노면잡물,기타,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,6,12,1,28,0,0,0,0,0,40,0,345
양산지사,남해,부산,166.3,B,2006,10,월요일,야간,5,맑음,50,남자,기타,적재불량,단독,아스팔트,우커브 500 미만,오르막,건조,양호,트레일러,24톤,램프,대저JCT8교,0,0,1,2,1,10,0,0,0,0,21,10,5579000,70
양산지사,남해,부산,160,B,2006,11,목요일,주간,11,맑음,40,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,입구3번,0,0,1,2,1,10,0,0,0,0,0,50,4191000,70
순천지사,남해,부산,0.4,C,2007,2,토요일,야간,23,맑음,30,여자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 이상,내리막,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,20,0,0,0,0,25,30,433000,55
순천지사,남해,부산,12.6,C,2007,2,목요일,야간,3,흐림,20,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,TG,광양T/G,0,0,1,2,1,12,0,0,0,0,10,20,2343000,70
순천지사,남해,부산,28.9,C,2007,2,목요일,주간,7,비,50,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,0,15,905000,55
순천지사,남해,부산,13.6,C,2007,3,수요일,야간,21,흐림,30,남자,운전자과실,졸음,차-시설,콘크리트,직선,오르막 3% 미만,건조,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,10,0,0,0,0,0,25,1329000,70
순천지사,남해,부산,0.4,C,2007,4,목요일,야간,23,흐림,30,남자,운전자과실,주시태만,차-시설,콘크리트,직선,내리막 3% 미만,건조,양호,승합(소형),6인승,본선,본선,0,0,1,1,1,20,0,0,0,0,0,33,433000,55
순천지사,남해,부산,25.8,C,2007,5,토요일,주간,10,비,60,남자,운전자과실,과속,단독,콘크리트,직선,평탄,습기,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,5,0,0,0,0,20,35,1847000,70
순천지사,남해,부산,6.9,A,2007,6,금요일,주간,14,맑음,30,남자,운전자과실,기타,추돌,콘크리트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,2,3,1,10,0,0,0,0,30,30,0,140
순천지사,남해,부산,4.4,C,2007,6,일요일,야간,22,맑음,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,0,1,1,0,4,3,0,0,0,0,10,35,1828000,115
순천지사,남해,부산,3.2,C,2007,8,일요일,주간,7,비,30,남자,차량결함,타이어 파손,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,5,0,0,0,0,0,15,655000,55
순천지사,남해,부산,30.6,B,2007,8,월요일,주간,16,비,40,남자,차량결함,조향장치,차-시설,아스팔트,직선,평탄,습기,양호,화물(대형),16톤,본선,본선,0,0,1,2,1,10,0,0,0,0,0,25,4140000,70
순천지사,남해,부산,24.8,C,2007,8,수요일,주간,9,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,15,0,0,0,0,0,25,943000,55
순천지사,남해,부산,23.5,C,2007,8,일요일,야간,3,비,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,평탄,습기,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,25,0,0,0,0,0,50,1749000,70
순천지사,남해,부산,3.2,C,2007,8,일요일,주간,13,비,20,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 이상,평탄,습기,양호,승용(JEEP),,본선,본선,0,0,1,1,4,20,0,0,0,0,0,25,401000,100
순천지사,남해,부산,25.6,C,2007,8,일요일,주간,14,비,30,남자,운전자과실,핸들과대조작,단독,콘크리트,직선,평탄,습기,양호,화물(소형),1톤,본선,본선,0,0,1,1,1,15,0,0,0,0,5,25,613000,55
순천지사,남해,부산,15.5,C,2007,8,화요일,주간,5,비,30,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,화물(중형),4.5톤,교량,억만교,0,0,1,1,1,17,0,0,0,0,0,25,2079000,55
순천지사,남해,부산,25.7,A,2007,8,금요일,주간,13,맑음,40,남자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,화물(대형),25톤,본선,본선,0,1,1,1,1,25,0,0,0,0,77,77,82436000,85
순천지사,남해,부산,28.9,C,2007,8,수요일,주간,10,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,2,1,20,0,0,0,0,0,30,1304000,70
순천지사,남해,부산,19,C,2007,9,일요일,주간,8,비,50,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,승용(자가),,본선,본선,0,0,1,1,1,10,0,0,0,0,25,30,2003000,55
순천지사,남해,부산,25.1,C,2007,9,금요일,주간,13,비,30,남자,운전자과실,과속,단독,아스팔트,직선,평탄,습기,양호,화물(소형),1톤,본선,본선,0,0,1,2,1,10,0,0,0,0,20,25,3032550,70
순천지사,남해,부산,11.5,C,2007,9,금요일,야간,18,흐림,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,3,15,0,0,0,0,20,45,1526000,85
순천지사,남해,부산,4.1,C,2007,10,목요일,주간,9,비,60,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,평탄,습기,양호,트레일러,15톤,본선,본선,0,1,1,0,4,5,0,0,0,0,0,40,1928335,115
순천지사,남해,부산,11.9,C,2007,10,금요일,주간,15,맑음,40,남자,차량결함,타이어 파손,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,화물(중형),4.5톤,본선,본선,0,0,1,2,1,15,0,0,0,0,0,25,1618392,70
순천지사,남해,부산,0,C,2007,11,월요일,주간,16,흐림,20,남자,차량결함,제동장치,차-시설,콘크리트,직선,평탄,건조,양호,화물(대형),19.5톤,TG,서순천T/G,0,0,1,2,1,5,0,0,0,0,0,27,8414904,70
창원지사,남해,부산,127.6,C,2007,1,수요일,주간,16,맑음,20,남자,기타,적재불량,차-시설,아스팔트,직선,평탄,건조,양호,화물(중형),4.5톤,교량,초계교,0,0,1,2,1,10,0,0,0,0,20,50,5500000,70
창원지사,남해,부산,14,C,2007,1,일요일,야간,17,맑음,30,여자,차량결함,타이어 파손,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,15,0,0,0,0,0,15,312000,55
창원지사,남해,부산,137.6,B,2007,1,토요일,야간,6,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,1,1,1,0,3,5,0,0,0,0,25,40,1879060,200
창원지사,남해,부산,143.3,C,2007,1,금요일,야간,18,흐림,20,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,건조,양호,승용(자가),,램프,진례I.C램프,0,0,1,2,1,2,0,0,0,0,0,30,403400,70
창원지사,남해,부산,107.1,C,2007,2,토요일,주간,11,맑음,0,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,10,0,0,0,0,5,30,844800,55
창원지사,남해,부산,14.7,C,2007,2,수요일,야간,21,맑음,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,0,0,1,1,1,20,0,0,0,0,20,55,619300,55
창원지사,남해,부산,149.7,C,2007,2,토요일,주간,16,비,40,남자,운전자과실,과속,차-시설,아스팔트,좌커브 500 미만,내리막,습기,양호,승용(자가),,본선,본선,0,0,1,1,3,10,0,0,0,0,60,60,510530,85
창원지사,남해,부산,109.7,B,2007,2,금요일,야간,5,맑음,40,미상,기타,보행및횡단,기타,아스팔트,직선,내리막 3% 미만,건조,양호,기타,,본선,본선,1,0,1,2,1,5,0,0,0,0,45,45,0,170
창원지사,남해,부산,114,C,2007,2,월요일,주간,10,맑음,40,남자,차량결함,제동장치,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),4.5톤,TG,산인영업소,0,0,2,3,1,15,0,0,0,0,40,45,825000,110
창원지사,남해,부산,114,C,2007,3,화요일,주간,8,맑음,30,남자,운전자과실,주시태만,차-시설,콘크리트,직선,평탄,건조,양호,화물(대형),18톤,TG,산인영업소출구3번부스,0,1,1,2,1,30,0,0,0,0,0,60,1529000,100
창원지사,남해,부산,3,C,2007,4,목요일,야간,5,맑음,60,남자,기타,적재불량,차-시설,콘크리트,직선,평탄,건조,양호,트레일러,18톤,TG,장유영업소(주사무실)3번요금소,0,0,1,2,1,10,0,0,0,0,30,60,4395600,70
창원지사,남해,부산,132.5,B,2007,4,월요일,주간,8,맑음,0,남자,운전자과실,핸들과대조작,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,화물(대형),25톤,본선,본선,0,0,2,3,3,15,0,0,0,0,20,50,2641150,140
창원지사,남해,부산,122.8,C,2007,4,일요일,주간,6,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,건조,양호,화물(대형),24톤,본선,본선,0,1,1,2,3,13,0,0,0,0,15,40,4508400,130
창원지사,남해,부산,112.3,C,2007,5,화요일,야간,22,흐림,50,남자,운전자과실,핸들과대조작,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,29,0,0,0,0,35,45,1166600,55
창원지사,남해,부산,5.6,C,2007,5,토요일,주간,9,흐림,20,여자,차량결함,조향장치,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,10,0,0,0,0,20,20,751600,55
창원지사,남해,부산,121.5,C,2007,5,목요일,야간,0,비,40,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,오르막 3% 미만,습기,양호,승용(영업),,본선,본선,0,0,1,2,1,2,0,0,0,0,5,30,1005600,70
창원지사,남해,부산,145,B,2007,5,목요일,주간,5,흐림,30,남자,운전자과실,졸음,추돌,콘크리트,직선,평탄,건조,양호,승용(JEEP),,본선,본선,1,1,2,2,3,7,0,0,0,0,15,50,0,255
창원지사,남해,부산,138.9,C,2007,5,토요일,주간,14,흐림,60,남자,운전자과실,기타,차-시설,아스팔트,직선,평탄,건조,양호,승용(영업),,본선,본선,0,1,1,2,1,5,0,0,0,0,0,10,1028200,100
창원지사,남해,부산,14.5,B,2007,5,화요일,주간,11,맑음,50,남자,운전자과실,졸음,추돌,아스팔트,직선,평탄,건조,양호,화물(소형),1톤,본선,본선,1,0,4,7,1,20,0,0,0,0,40,50,0,320
창원지사,남해,부산,12.9,C,2007,6,토요일,야간,0,흐림,60,남자,기타,노면잡물,기타,아스팔트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,0,6,12,1,20,0,0,0,0,0,50,0,345
창원지사,남해,부산,11,C,2007,6,월요일,주간,16,맑음,50,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 이상,평탄,건조,양호,트레일러,24톤,본선,본선,0,0,1,2,1,10,0,0,0,0,0,10,1254400,70
창원지사,남해,부산,141.8,C,2007,6,수요일,야간,18,비,30,남자,차량결함,타이어 파손,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),4.5톤,터널,김해터널,0,0,2,3,3,5,0,0,0,0,30,40,565000,140
창원지사,남해,부산,8,C,2007,6,화요일,주간,14,맑음,30,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,평탄,건조,양호,트레일러,24톤,본선,본선,0,0,1,0,3,5,0,0,0,0,0,60,1425000,70
창원지사,남해,부산,139.7,C,2007,6,토요일,주간,16,비,20,남자,운전자과실,과속,차-시설,콘크리트,직선,평탄,습기,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,5,0,0,0,0,0,50,2351600,70
창원지사,남해,부산,9.7,B,2007,6,목요일,야간,5,흐림,20,남자,운전자과실,졸음,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,화물(대형),25톤,본선,본선,0,3,3,3,3,2,0,0,0,0,143,143,12643800,255
창원지사,남해,부산,20,C,2007,7,일요일,주간,9,비,40,남자,운전자과실,과속,차-시설,아스팔트,직선,평탄,습기,양호,승합(대형),45인승,교량,낙동대교,0,0,1,1,1,5,0,0,0,0,0,40,5271600,55
창원지사,남해,부산,141,C,2007,7,월요일,주간,17,비,40,남자,운전자과실,과속,차-시설,콘크리트,직선,오르막 3% 미만,습기,양호,화물(소형),1톤,본선,본선,0,0,1,1,3,5,0,0,0,0,0,55,900000,85
창원지사,남해,부산,3,C,2007,7,수요일,야간,23,맑음,50,남자,운전자과실,주시태만,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,건조,양호,트레일러,25톤,진출입부,장유보조2영업소,0,0,1,2,1,5,0,0,0,0,0,12,531000,70
창원지사,남해,부산,2.1,C,2007,8,수요일,주간,10,맑음,30,남자,운전자과실,안전거리미확보,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,화물(대형),11톤,본선,본선,0,1,4,5,3,2,0,0,0,0,30,60,847400,250
창원지사,남해,부산,20,C,2007,8,토요일,주간,7,흐림,20,남자,운전자과실,추월불량,차-시설,아스팔트,직선,평탄,건조,양호,승용(자가),,교량,서부산낙동대교,0,0,3,4,8,3,0,0,0,0,20,40,0,255
창원지사,남해,부산,107.8,C,2007,8,화요일,주간,10,비,50,남자,운전자과실,과속,차-시설,아스팔트,직선,내리막 3% 미만,습기,양호,화물(중형),5톤,본선,본선,0,1,1,2,4,20,0,0,0,0,40,60,2625800,145
창원지사,남해,부산,141.1,C,2007,8,수요일,주간,10,비,30,남자,운전자과실,과속,차-시설,콘크리트,직선,오르막 3% 미만,습기,양호,승합(소형),9인승,본선,본선,0,0,1,1,3,20,0,0,0,0,25,25,1013500,85
창원지사,남해,부산,140.1,C,2007,8,수요일,주간,18,비,50,남자,운전자과실,과속,차-시설,아스팔트,우커브 500 이상,오르막 3% 미만,습기,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,16,0,0,0,0,10,30,944100,70
창원지사,남해,부산,145,C,2007,9,목요일,주간,6,맑음,20,남자,차량결함,타이어 파손,화재,콘크리트,직선,평탄,건조,양호,화물(대형),25톤,본선,본선,0,0,1,1,4,10,0,0,0,0,0,45,535150,100
창원지사,남해,부산,146.8,B,2007,10,수요일,야간,5,맑음,50,남자,운전자과실,주시태만,추돌,콘크리트,좌커브 500 이상,평탄,건조,양호,승용(자가),,본선,본선,0,3,4,6,1,15,0,0,0,0,10,50,0,295
창원지사,남해,부산,14.7,C,2007,10,월요일,야간,3,비,40,남자,운전자과실,주시태만,차-시설,아스팔트,직선,평탄,습기,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,0,0,0,0,0,0,55,3435524,70
창원지사,남해,부산,128.3,C,2007,10,목요일,야간,0,맑음,30,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,TG,마산 T/G,0,0,1,2,1,10,0,0,0,0,25,25,1507500,70
창원지사,남해,부산,133,C,2007,11,금요일,주간,7,맑음,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,우커브 500 이상,오르막 3% 미만,건조,양호,화물(대형),25톤,본선,본선,0,0,2,2,1,5,0,0,0,0,15,50,1721500,95
창원지사,남해,부산,143.6,C,2007,11,월요일,주간,9,맑음,40,남자,기타,적재불량,차-시설,아스팔트,우커브 500 이상,내리막 3% 미만,건조,양호,트레일러,24톤,램프,진례I/C,0,0,1,2,1,5,0,0,0,0,0,65,1052790,70
창원지사,남해,부산,3.4,C,2007,11,수요일,주간,8,맑음,40,남자,운전자과실,핸들과대조작,차-시설,아스팔트,직선,평탄,건조,양호,트레일러,25톤,본선,본선,0,1,4,6,1,10,0,0,0,0,65,65,1626900,235
창원지사,남해,부산,13.5,C,2007,12,일요일,주간,10,흐림,20,남자,운전자과실,졸음,차-시설,아스팔트,직선,오르막 3% 미만,건조,양호,화물(대형),15.5톤,교량,서낙강교,0,0,1,1,1,5,0,0,0,0,40,60,4159590,55
창원지사,남해,부산,123.1,C,2007,12,토요일,주간,13,맑음,50,남자,운전자과실,안전거리미확보,차-시설,아스팔트,우커브 500 이상,평탄,건조,양호,화물(중형),5톤,램프,서마산I.C램프,0,0,2,4,1,10,0,0,0,0,0,30,346100,125
창원지사,남해,부산,137,C,2007,12,월요일,주간,8,맑음,40,남자,차량결함,제동장치,차-시설,콘크리트,직선,평탄,건조,양호,화물(중형),4.5톤,TG,동창원영업소,0,0,1,1,1,5,0,0,0,0,10,10,825000,55
진주지사,남해,부산,70.4,C,2007,1,화요일,주간,6,안개,40,남자,운전자과실,핸들과대조작,단독,콘크리트,좌커브 500 이상,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,4,20,0,0,0,0,0,30,567930,100
진주지사,남해,부산,78.5,C,2007,1,목요일,주간,13,맑음,30,남자,운전자과실,과속,단독,콘크리트,좌커브 500 미만,오르막 3% 미만,건조,양호,트레일러,24톤,본선,본선,0,0,1,2,1,10,0,0,0,0,40,40,439660,70
진주지사,남해,부산,92.5,C,2007,1,금요일,주간,7,맑음,40,남자,운전자과실,졸음,차-시설,아스팔트,좌커브 500 이상,내리막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,2,1,6,0,0,0,0,1,20,1835450,70
진주지사,남해,부산,66,C,2007,1,일요일,주간,14,맑음,50,여자,운전자과실,주시태만,차-시설,콘크리트,좌커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,3,6,1,10,0,0,0,0,15,15,1958140,210
진주지사,남해,부산,67,C,2007,1,수요일,주간,12,맑음,40,남자,운전자과실,졸음,차-시설,콘크리트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,1,21,0,0,0,0,0,30,743360,55
진주지사,남해,부산,61.2,C,2007,1,토요일,야간,21,맑음,20,남자,기타,보행및횡단,차-사람,콘크리트,좌커브 500 미만,내리막 3% 미만,건조,양호,화물(대형),25톤,본선,본선,0,1,1,2,1,0,0,0,0,0,1,25,0,100
진주지사,남해,부산,53.7,C,2007,1,화요일,주간,9,흐림,30,남자,기타,적재불량,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),5톤,본선,본선,0,0,1,2,1,10,0,0,0,0,35,55,751690,70
진주지사,남해,부산,70.6,C,2007,2,금요일,주간,12,맑음,50,여자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 이상,오르막 3% 미만,건조,양호,승용(JEEP),,본선,본선,0,0,1,1,1,10,0,0,0,0,10,10,1424430,55
진주지사,남해,부산,53.5,C,2007,2,화요일,야간,23,맑음,40,남자,운전자과실,졸음,차-시설,콘크리트,우커브 500 미만,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,2,1,2,1,4,0,0,0,0,10,30,843890,130
진주지사,남해,부산,78.4,C,2007,3,일요일,야간,2,맑음,20,남자,운전자과실,졸음,차-시설,콘크리트,좌커브 500 미만,오르막 3% 미만,건조,양호,승용(자가),,본선,본선,0,1,1,2,1,30,0,0,0,0,0,50,2259790,100
진주지사,남해,부산,88.9,C,2007,3,금요일,야간,3,맑음,50,남자,운전자과실,핸들과대조작,차-시설,콘크리트,좌커브 500 미만,내리막 3% 미만,건조,양호,화물(중형),2.5톤,본선,본선,0,1,2,2,1,3,0,0,0,0,25,30,339260,125
진주지사,남해,부산,33,C,2007,3,월요일,주간,9,맑음,30,여자,운전자과실,졸음,단독,아스팔트,직선,평탄,건조,양호,승용(자가),,본선,본선,0,0,1,1,3,0,0,0,0,0,0,33,802540,85
진주지사,남해,부산,78.4,C,2007,4,금요일,야간,3,흐림,30,남자,운전자과실,졸음,차-시설,콘크리트,좌커브 500 미만,오르막 3% 미만,건조,양호,승용(영업),,본선,본선,0,1,1,2,3,10,0,0,0,0,0,35,529100,130
진주지사,남해,부산,105.1,C,2007,4,토요일,야간,23,맑음,50,남자,운전자과실,졸음,추돌,아스팔트,직선,내리막 3% 미만,건조,양호,승용(자가),,본선,본선,0,0,2,3,1,7,0,0,0,0,0,18,865140,110
